nodo_id,artista,grado_total,grado_entrada,grado_salida,intermediacion,cercania,pagerank,followers,hub_score,authority_score,comunidad
4az97MtWmBQ5Db3GfDh9j9,Morad,3,3,0,0.0,0.0,0.005378188297676831,3937312.0,-0.0,0.0013075306031401564,24
1SupJlEpv7RS2tPNRaHViT,Nicky Jam,3,3,0,0.0,0.0,0.004014760876570773,19521118.0,-0.0,0.020798186399996865,7
1r4hJ1h58CWwUQe3MxPuau,Maluma,3,3,0,0.0,0.0,0.004244588369307222,36101328.0,-0.0,0.010080941827701627,7
7a0XAaPaK2aDSqa8p3QnC7,Beéle,3,3,0,0.0,0.0,0.004517613850249168,1186373.0,-0.0,0.018679037019786,13
1cKyknhftNKXCjMBd2hDrG,DYSTINCT,3,3,0,0.0,0.0,0.0057630549278201585,684861.0,-0.0,0.0014610152468373108,24
5C4PDR4LnhZTbVnKWXuDKD,Morat,3,3,0,0.0,0.0,0.004544830796557379,12844385.0,-0.0,0.004484700070911467,3
329e4yvIujISKGKz1BZZbO,Farruko,2,2,0,0.0,0.0,0.003632649507792023,16421583.0,-0.0,0.019524920756985947,7
64aJYyrXljOodnUG6jvhRD,DJ Luian,2,2,0,0.0,0.0,0.004011440035610556,2267804.0,-0.0,0.006828088310878393,7
3vUMXQ9kPnZAQkMkZZ7Hfh,Tiakola,2,2,0,0.0,0.0,0.004528697798681915,2793911.0,-0.0,0.0007277526113309901,24
3YwqjMyrRfuixi2pbgTGCE,Heuss L'enfoiré,2,2,0,0.0,0.0,0.004443135055150891,1758750.0,-0.0,0.0007593636343684289,24
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,2,2,0,0.0,0.0,0.004011440035610556,478490.0,-0.0,0.006828088310878393,7
6w9ToX5slZ4uIdmD17hJ3c,Bryant Myers,2,2,0,0.0,0.0,0.003933681493836615,12222262.0,-0.0,0.005970768939064029,8
5TP8Ubo4jLKEi4Mw2O8fAk,,2,2,0,0.0,0.0,0.0038701707028240342,,-0.0,0.009395327335251943,0
60XHOAhvEBiV6BGBOv8ClM,La Joaqui,2,2,0,0.0,0.0,0.0038701707028240342,2143792.0,-0.0,0.009395327335251943,0
4q3ewBCX7sLwd24euuV69X,Bad Bunny,2,2,0,0.0,0.0,0.0037564281526781765,91452045.0,-0.0,0.008284600073178576,7
2LRoIwlKmHjgvigdNGBHNo,Feid,2,2,0,0.0,0.0,0.00400328916944998,16259606.0,-0.0,0.004191875899531932,8
2x7PC78TmgqpEIjaGAZ0Oz,Trueno,2,2,0,0.0,0.0,0.0038602494326080827,8753797.0,-0.0,0.007629698695148405,0
1vqR17Iv8VFdzure1TAXEq,LIT killah,2,2,0,0.0,0.0,0.0038602494326080827,6013957.0,-0.0,0.007629698695148405,0
0dUyjgCyjfj5eMx6bX2TWf,,2,2,0,0.0,0.0,0.0038602494326080827,,-0.0,0.007629698695148405,0
3vQ0GE3mI0dAaxIMYe5g7z,Paulo Londra,2,2,0,0.0,0.0,0.0038701707028240342,24890725.0,-0.0,0.009395327335251943,0
0TnOYISbd1XYRBk9myaseg,Pitbull,2,2,0,0.0,0.0,0.004160403070692639,11294692.0,-0.0,0.0048485004370660695,7
0ys2OFYzWYB5hRDLCsBqxt,Fuerza Regida,2,2,0,0.0,0.0,0.004224589109146433,14242094.0,-0.0,0.0027259816375384514,14
2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,2,2,0,0.0,0.0,0.004252101013581865,8213661.0,-0.0,0.00300022564668628,3
21451j1KhjAiaYKflxBjr1,Zion & Lennox,2,2,0,0.0,0.0,0.003835783512146896,7957317.0,-0.0,0.008083905238898346,7
2cy1zPcrFcXAJTP0APWewL,Gente De Zona,2,2,0,0.0,0.0,0.003781612542874106,1658663.0,-0.0,0.017545332883173632,7
1i8SpTcr7yvPOmcqrbnVXY,Ozuna,2,2,0,0.0,0.0,0.0037564281526781765,38166951.0,-0.0,0.008284600073178576,7
28gNT5KBp7IjEOQoevXf9N,Camilo,2,2,0,0.0,0.0,0.00396939316858857,19841155.0,-0.0,0.016300023988575458,13
4vhNDa5ycK0ST968ek7kRr,Carlos Vives,2,2,0,0.0,0.0,0.004017329531369318,6517043.0,-0.0,0.016872187231841144,13
1TA5sGRlKUJXBN4ZyJuDIX,Blessd,2,2,0,0.0,0.0,0.0037564281526781765,6611135.0,-0.0,0.008284600073178576,7
5LeiVcEnsZcwc133TUhJNW,,2,2,0,0.0,0.0,0.00403357132670136,,-0.0,0.006634131981169167,0
1bAftSH8umNcGZ0uyV7LMg,Duki,2,2,0,0.0,0.0,0.0038602494326080827,12139954.0,-0.0,0.007629698695148405,0
6GRwwWAtmusrgAL5JF9Dfr,Callejero Fino,2,2,0,0.0,0.0,0.0038701707028240342,1857228.0,-0.0,0.009395327335251943,0
716NhGYqD1jl2wI1Qkgq36,Bizarrap,2,2,0,0.0,0.0,0.00415720041187155,17527200.0,-0.0,0.0034676603063168447,1
4aSlfXDn9R60UlbZEboBUy,YOVNGCHIMI,2,2,0,0.0,0.0,0.003960375173685767,1403668.0,-0.0,0.0020157004642669136,1
6GlX3FdCQrMftGfVaWcmPZ,,2,2,0,0.0,0.0,0.0040614758141965775,,-0.0,0.001215253224894541,8
7gU9VyFRN3JWPJ5oHOil60,Tayc,2,2,0,0.0,0.0,0.004588002325560359,3287734.0,-0.0,0.0008120057164278463,24
4SsVbpTthjScTS7U2hmr1X,Arcángel,2,2,0,0.0,0.0,0.004411077788328494,16450346.0,-0.0,0.001160954979903792,8
2YRyPiW98bpkARAS4B3OQP,Dei V,2,2,0,0.0,0.0,0.0040614758141965775,1723342.0,-0.0,0.0012834042951818195,8
6Te49r3A6f5BiIgBRxH7FH,Ninho,2,2,0,0.0,0.0,0.004914910206485698,10982359.0,-0.0,0.0008579331543717914,24
0vR2qb8m9WHeZ5ByCbimq2,,2,2,0,0.0,0.0,0.004017329531369318,,-0.0,0.016872187231841144,13
5Y3MV9DZ0d87NnVm56qSY1,Tiago PZK,2,2,0,0.0,0.0,0.0038602494326080827,5626325.0,-0.0,0.007629698695148405,0
3m5qlPf2OkihLz3dRYnkPA,Ovy On The Drums,2,2,0,0.0,0.0,0.0037564281526781765,852517.0,-0.0,0.008284600073178576,7
3Apb2lGmGJaBmr0TTBJvIZ,Rusherking,2,2,0,0.0,0.0,0.0038602494326080827,1858533.0,-0.0,0.007629698695148405,0
0Q8NcsJwoCbZOHHW63su5S,,2,2,0,0.0,0.0,0.004054235102267301,,-0.0,0.0024759122546078047,8
3E6xrwgnVfYCrCs0ePERDz,,2,2,0,0.0,0.0,0.003835783512146896,,-0.0,0.008083905238898346,7
0XwVARXT135rw8lyw1EeWP,Christian Nodal,1,1,0,0.0,0.0,0.003715601003099052,15622543.0,-0.0,0.001801078975671589,0
6ndLrsgT3MV5CNxIrW71fw,,1,1,0,0.0,0.0,0.003592887494594874,,-0.0,0.0032528535168232374,7
2UqRkW2wfEkZmyvKyTTv2W,Ulises Bueno,1,1,0,0.0,0.0,0.0035435648627602,1856015.0,-0.0,0.00461468977742829,0
6w3SkAHYPsQ1bxV7VDlG5y,Cazzu,1,1,0,0.0,0.0,0.003706965486637525,7560262.0,-0.0,0.0018534944233455136,0
74OaRjmyh0XyRZsQQQ5l7c,Jasleen Royal,1,1,0,0.0,0.0,0.003715601003099052,2979654.0,-0.0,0.001801078975671589,0
55ru5B05MMBunM1tvH7Di6,Valentino Merlo,1,1,0,0.0,0.0,0.0035435648627602,380583.0,-0.0,0.00461468977742829,0
06Q5VlSAku57lFzyME3HrM,Ke Personajes,1,1,0,0.0,0.0,0.0035435648627602,4204812.0,-0.0,0.00461468977742829,0
0f6U482Lbo91QNqNFH4Tat,,1,1,0,0.0,0.0,0.0036690401952425037,,-0.0,0.0016713185517937882,1
13IyCFiPKhpVejuTyNulgU,Josas,1,1,0,0.0,0.0,0.003840386666487847,29952.0,-0.0,0.0007263987760543206,24
6L34dW6SKMSDaGIfYDU19j,,1,1,0,0.0,0.0,0.0038260785731127744,,-0.0,0.00036903348859057534,24
3UTF2no3muGdiFXVujl94i,,1,1,0,0.0,0.0,0.0038600234797780573,,-0.0,0.0018068497879448525,13
2BTS8Np1YzPQuXjgdlqsBB,Emanero,1,1,0,0.0,0.0,0.0035435648627602,624799.0,-0.0,0.00461468977742829,0
5QzDzXfXC5lepOBeQXBiVO,Marciano Cantero,1,1,0,0.0,0.0,0.003592887494594874,10717.0,-0.0,0.0032528535168232374,7
5lwmRuXgjX8xIwlnauTZIP,Romeo Santos,1,1,0,0.0,0.0,0.0036722428540635933,24491217.0,-0.0,0.003052158682543015,7
7gOdHgIoIKoe4i9Tta6qdD,Jonas Brothers,1,1,0,0.0,0.0,0.0037243047902665834,7693980.0,-0.0,0.0009191318495935986,14
7j6DKwmjbxvpQO8h914uEz,Ryan Castro,1,1,0,0.0,0.0,0.003592887494594874,3711339.0,-0.0,0.0032528535168232374,7
5luyt0SUvGkDMY4ILP6Qhl,Descemer Bueno,1,1,0,0.0,0.0,0.0036722428540635933,71709.0,-0.0,0.003052158682543015,7
7FNnA9vBm6EKceENgCGRMb,Anitta,1,1,0,0.0,0.0,0.003592887494594874,12995844.0,-0.0,0.0032528535168232374,7
4RSyJzf7ef6Iu2rnLdabNq,Willy William,1,1,0,0.0,0.0,0.003592887494594874,270420.0,-0.0,0.0032528535168232374,7
source,,1,0,1,0.0,0.0,0.0033597391608982084,,-3.301206314093019e-19,-0.0,27
3tveA7l6PmZICdkhBPVvak,,1,1,0,0.0,0.0,0.003643833427412195,,-0.0,0.0015368898718991107,3
3Me35AWHCGqW4sZ7bWWJt1,,1,1,0,0.0,0.0,0.0038600234797780573,,-0.0,0.0018068497879448525,13
2gRP1Ezbtj3qrERnd0XasU,,1,1,0,0.0,0.0,0.0034691088497087203,,-0.0,0.014493174200630607,13
22P1OY4TRFRwhP0q29loQ8,,1,1,0,0.0,0.0,0.0034691088497087203,,-0.0,0.014493174200630607,13
target,,1,1,0,0.0,0.0,0.006215705118714019,,-0.0,-6.906717163943267e-19,27
4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,1,1,0,0.0,0.0,0.0034691088497087203,1671004.0,-0.0,0.014493174200630607,13
69UypehHabb68utzfjAVlV,Kany García,1,1,0,0.0,0.0,0.0034691088497087203,3412188.0,-0.0,0.014493174200630607,13
3t7UqWteBBmHXkcVhMSyay,Leonel García,1,1,0,0.0,0.0,0.0034691088497087203,795641.0,-0.0,0.014493174200630607,13
2O3v9rCTzLhPFaGaAVgZLt,Río Roma,1,1,0,0.0,0.0,0.0034691088497087203,3216656.0,-0.0,0.014493174200630607,13
5BwMgvRwlq61SmknvsVIQj,Rubén Blades,1,1,0,0.0,0.0,0.0034691088497087203,1758057.0,-0.0,0.014493174200630607,13
7mLYMGXg84miYydKwi2aRi,Diego El Cigala,1,1,0,0.0,0.0,0.0034691088497087203,318443.0,-0.0,0.014493174200630607,13
3MHaV05u0io8fQbZ2XPtlC,Prince Royce,1,1,0,0.0,0.0,0.0034691088497087203,8306796.0,-0.0,0.014493174200630607,13
3zPWcnruZBNnrd22uS8UBy,Jorge Villamizar,1,1,0,0.0,0.0,0.0034691088497087203,108556.0,-0.0,0.014493174200630607,13
4obzFoKoKRHIphyHzJ35G3,Becky G,1,1,0,0.0,0.0,0.0034691088497087203,15939584.0,-0.0,0.014493174200630607,13
53KTldaJ8tHSkYU3nigfwP,Fonseca,1,1,0,0.0,0.0,0.0034691088497087203,3280537.0,-0.0,0.014493174200630607,13
23wEWD21D4TPYiJugoXmYb,Thalia,1,1,0,0.0,0.0,0.0034691088497087203,5102238.0,-0.0,0.014493174200630607,13
1EXjXQpDx2pROygh8zvHs4,Melendi,1,1,0,0.0,0.0,0.0034691088497087203,4292630.0,-0.0,0.014493174200630607,13
6LuN9FCkKOj5PcnpouEgny,Khalid,1,1,0,0.0,0.0,0.0037243047902665834,16628162.0,-0.0,0.0009191318495935986,14
6BeO1KuAWBqFriL1mLHtNc,Leslie Grace,1,1,0,0.0,0.0,0.0034691088497087203,1052367.0,-0.0,0.014493174200630607,13
4MCBfE4596Uoi2O4DtmEMz,Juice WRLD,1,1,0,0.0,0.0,0.0037243047902665834,38773697.0,-0.0,0.0009191318495935986,14
0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,1,1,0,0.0,0.0,0.0037243047902665834,51929217.0,-0.0,0.0009191318495935986,14
0LALueHEQunQ2d61fXGeZh,Diego Torres,1,1,0,0.0,0.0,0.0034691088497087203,2297890.0,-0.0,0.014493174200630607,13
2NfSBtmWe7oPw1EmetJVso,Boza,1,1,0,0.0,0.0,0.003643833427412195,766957.0,-0.0,0.0015368898718991107,3
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,1,1,0,0.0,0.0,0.0037243047902665834,12315899.0,-0.0,0.0009191318495935986,14
7iK8PXO48WeuP03g8YR51W,Myke Towers,1,1,0,0.0,0.0,0.003907959842558806,18858914.0,-0.0,0.0023790130312105378,13
4F4pp8NUW08JuXwnoxglpN,Bad Gyal,1,1,0,0.0,0.0,0.003907959842558806,1966889.0,-0.0,0.0023790130312105378,13
0BqURncJM5B1BBu7UM51eq,Guaynaa,1,1,0,0.0,0.0,0.003907959842558806,908085.0,-0.0,0.0023790130312105378,13
66ihevNkSYNzRAl44dx6jJ,Carin Leon,1,1,0,0.0,0.0,0.0034691088497087203,15020148.0,-0.0,0.014493174200630607,13
6nVcHLIgY5pE2YCl8ubca1,JHAYCO,1,1,0,0.0,0.0,0.003592887494594874,8529211.0,-0.0,0.0032528535168232374,7
7EQ0qTo7fWT7DPxmxtSYEc,Bastille,1,1,0,0.0,0.0,0.0037243047902665834,5631725.0,-0.0,0.0009191318495935986,14
3oSJ7TBVCWMDMiYjXNiCKE,Kane Brown,1,1,0,0.0,0.0,0.0037243047902665834,5627529.0,-0.0,0.0009191318495935986,14
77ziqFxp5gaInVrF2lj4ht,Sech,1,1,0,0.0,0.0,0.003643833427412195,12093069.0,-0.0,0.0015368898718991107,3
2AbQwU2cuEGfD465wCXlg2,Rawayana,1,1,0,0.0,0.0,0.003643833427412195,905655.0,-0.0,0.0015368898718991107,3
2sU7vdIXtvChlnXIcUliVe,Servando & Florentino,1,1,0,0.0,0.0,0.003643833427412195,238394.0,-0.0,0.0015368898718991107,3
